Escenario,NumClientes,Cliente,Operacion,Tiempo(ms)
Concurrente,16,12,cifrado,0,0640
Concurrente,16,12,descifrado_direccion,0,0628
Concurrente,16,12,hmac_solicitud,0,0329
Concurrente,16,12,hmac_direccion,0,0221
Concurrente,16,12,hmac,0,0244
Concurrente,16,12,descifrado,0,0762
Concurrente,16,12,generacion_iv,0,0961
Concurrente,16,8,verificacion,0,0696
Concurrente,16,8,cifrado,0,0614
Concurrente,16,8,descifrado_direccion,0,0665
Concurrente,16,8,hmac_solicitud,0,0205
Concurrente,16,8,hmac_direccion,0,0185
Concurrente,16,8,hmac,0,0241
Concurrente,16,8,descifrado,0,0762
Concurrente,16,8,generacion_iv,0,0722
Concurrente,16,14,verificacion,0,0568
Concurrente,16,14,cifrado,0,0402
Concurrente,16,14,descifrado_direccion,0,0494
Concurrente,16,14,hmac_solicitud,0,0175
Concurrente,16,14,hmac_direccion,0,0180
Concurrente,16,14,hmac,0,0236
Concurrente,16,14,descifrado,0,0529
Concurrente,16,14,generacion_iv,0,0625
Concurrente,16,6,verificacion,0,0609
Concurrente,16,6,cifrado,0,0589
Concurrente,16,6,descifrado_direccion,0,0460
Concurrente,16,6,hmac_solicitud,0,0234
Concurrente,16,6,hmac_direccion,0,0182
Concurrente,16,6,hmac,0,0250
Concurrente,16,6,descifrado,0,0602
Concurrente,16,6,generacion_iv,0,0640
Concurrente,16,13,verificacion,0,0460
Concurrente,16,13,cifrado,0,0368
Concurrente,16,13,descifrado_direccion,0,0331
Concurrente,16,13,hmac_solicitud,0,0158
Concurrente,16,13,hmac_direccion,0,0153
Concurrente,16,13,hmac,0,0189
Concurrente,16,13,descifrado,0,0604
Concurrente,16,13,generacion_iv,0,0568
Concurrente,32,16,verificacion,0,0929
Concurrente,32,16,cifrado,0,0653
Concurrente,32,16,descifrado_direccion,0,0514
Concurrente,32,16,hmac_solicitud,0,0234
Concurrente,32,16,hmac_direccion,0,0189
Concurrente,32,16,hmac,0,0301
Concurrente,32,16,descifrado,0,0692
Concurrente,32,16,generacion_iv,0,0864
Concurrente,32,14,verificacion,0,0748
Concurrente,32,14,cifrado,0,0554
Concurrente,32,14,descifrado_direccion,0,0558
Concurrente,32,14,hmac_solicitud,0,0246
Concurrente,32,14,hmac_direccion,0,0330
Concurrente,32,14,hmac,0,0248
Concurrente,32,14,descifrado,0,0839
Concurrente,32,14,generacion_iv,0,0825
Concurrente,32,12,verificacion,0,0847
Concurrente,32,12,cifrado,0,0483
Concurrente,32,12,descifrado_direccion,0,0592
Concurrente,32,12,hmac_solicitud,0,0275
Concurrente,32,12,hmac_direccion,0,0263
Concurrente,32,12,hmac,0,0289
Concurrente,32,12,descifrado,0,0650
Concurrente,32,12,generacion_iv,0,1163
Concurrente,32,1,verificacion,0,0875
Concurrente,32,1,cifrado,0,0580
Concurrente,32,1,descifrado_direccion,0,0502
Concurrente,32,1,hmac_solicitud,0,0223
Concurrente,32,1,hmac_direccion,0,0231
Concurrente,32,1,hmac,0,0469
Concurrente,32,1,descifrado,0,0747
Concurrente,32,1,generacion_iv,0,0995
Concurrente,32,17,verificacion,0,0820
Concurrente,32,17,cifrado,0,0612
Concurrente,32,17,descifrado_direccion,0,0986
Concurrente,32,17,hmac_solicitud,0,0291
Concurrente,32,17,hmac_direccion,0,0233
Concurrente,32,17,hmac,0,0272
Concurrente,32,17,descifrado,0,0682
Concurrente,32,17,generacion_iv,0,1336
Concurrente,32,3,verificacion,0,0823
Concurrente,32,3,cifrado,0,0535
Concurrente,32,3,descifrado_direccion,0,0485
Concurrente,32,3,hmac_solicitud,0,0201
Concurrente,32,3,hmac_direccion,0,0223
Concurrente,32,3,hmac,0,0231
Concurrente,32,3,descifrado,0,0538
Concurrente,32,3,generacion_iv,0,0660
Concurrente,32,6,verificacion,0,0621
Concurrente,32,6,cifrado,0,0508
Concurrente,32,5,verificacion,0,0650
Concurrente,32,5,cifrado,0,0491
Concurrente,32,6,descifrado_direccion,0,0524
Concurrente,32,6,hmac_solicitud,0,0520
Concurrente,32,6,hmac_direccion,0,0202
Concurrente,32,6,hmac,0,0259
Concurrente,32,5,descifrado_direccion,0,0471
Concurrente,32,6,descifrado,0,0689
Concurrente,32,5,hmac_solicitud,0,0231
Concurrente,32,6,generacion_iv,0,0629
Concurrente,32,5,hmac_direccion,0,0228
Concurrente,32,5,hmac,0,0229
Concurrente,32,5,descifrado,0,0477
Concurrente,32,5,generacion_iv,0,0517
Concurrente,32,15,verificacion,0,0634
Concurrente,32,15,cifrado,0,0525
Concurrente,32,15,descifrado_direccion,0,0566
Concurrente,32,15,hmac_solicitud,0,0246
Concurrente,32,15,hmac_direccion,0,0246
Concurrente,32,15,hmac,0,0241
Concurrente,32,15,descifrado,0,0623
Concurrente,32,15,generacion_iv,0,0714
Concurrente,32,25,verificacion,0,0738
Concurrente,32,25,cifrado,0,0437
Concurrente,32,25,descifrado_direccion,0,0421
Concurrente,32,25,hmac_solicitud,0,0206
Concurrente,32,25,hmac_direccion,0,0182
Concurrente,32,25,hmac,0,0231
Concurrente,32,25,descifrado,0,0526
Concurrente,32,25,generacion_iv,0,0707
Concurrente,32,29,verificacion,0,0814
Concurrente,32,29,cifrado,0,0517
Concurrente,32,29,descifrado_direccion,0,0570
Concurrente,32,29,hmac_solicitud,0,0233
Concurrente,32,29,hmac_direccion,0,0255
Concurrente,32,29,hmac,0,0295
Concurrente,32,29,descifrado,0,0643
Concurrente,32,29,generacion_iv,0,0756
Concurrente,32,24,verificacion,0,5171
Concurrente,32,24,cifrado,0,0672
Concurrente,32,24,descifrado_direccion,0,0715
Concurrente,32,24,hmac_solicitud,0,0305
Concurrente,32,24,hmac_direccion,0,0368
Concurrente,32,24,hmac,0,0262
Concurrente,32,24,descifrado,0,0617
Concurrente,32,24,generacion_iv,0,1102
Concurrente,32,20,verificacion,0,0707
Concurrente,32,20,cifrado,0,0547
Concurrente,32,20,descifrado_direccion,0,0485
Concurrente,32,20,hmac_solicitud,0,0193
Concurrente,32,20,hmac_direccion,0,0818
Concurrente,32,20,hmac,0,0274
Concurrente,32,20,descifrado,0,0593
Concurrente,32,20,generacion_iv,0,0882
Concurrente,32,27,verificacion,0,0748
Concurrente,32,27,cifrado,0,0875
Concurrente,32,27,descifrado_direccion,0,0667
Concurrente,32,27,hmac_solicitud,0,0196
Concurrente,32,27,hmac_direccion,0,0217
Concurrente,32,27,hmac,0,0635
Concurrente,32,27,descifrado,0,1271
Concurrente,32,27,generacion_iv,0,0821
Concurrente,32,2,verificacion,0,0652
Concurrente,32,2,cifrado,0,0547
Concurrente,32,2,descifrado_direccion,0,0563
Concurrente,32,2,hmac_solicitud,0,0139
Concurrente,32,2,hmac_direccion,0,0149
Concurrente,32,2,hmac,0,0184
Concurrente,32,2,descifrado,0,0867
Concurrente,32,2,generacion_iv,0,0629
Concurrente,32,31,verificacion,0,0767
Concurrente,32,31,cifrado,0,0664
Concurrente,32,31,descifrado_direccion,0,0608
Concurrente,32,31,hmac_solicitud,0,0186
Concurrente,32,31,hmac_direccion,0,0153
Concurrente,32,31,hmac,0,0173
Concurrente,32,31,descifrado,0,0780
Concurrente,32,31,generacion_iv,0,0859
Concurrente,32,19,verificacion,0,0913
Concurrente,32,19,cifrado,0,0753
Concurrente,32,19,descifrado_direccion,0,0725
Concurrente,32,19,hmac_solicitud,0,0212
Concurrente,32,19,hmac_direccion,0,0191
Concurrente,32,19,hmac,0,0223
Concurrente,32,19,descifrado,0,0804
Concurrente,32,19,generacion_iv,0,0854
Concurrente,32,18,verificacion,0,0784
Concurrente,32,18,cifrado,0,0657
Concurrente,32,18,descifrado_direccion,0,0807
Concurrente,32,18,hmac_solicitud,0,0196
Concurrente,32,18,hmac_direccion,0,0173
Concurrente,32,18,hmac,0,0193
Concurrente,32,18,descifrado,0,0801
Concurrente,32,18,generacion_iv,0,0761
Concurrente,32,21,verificacion,0,0929
Concurrente,32,21,cifrado,0,0882
Concurrente,32,21,descifrado_direccion,0,0725
Concurrente,32,21,hmac_solicitud,0,0229
Concurrente,32,21,hmac_direccion,0,0170
Concurrente,32,21,hmac,0,0249
Concurrente,32,21,descifrado,0,0849
Concurrente,32,21,generacion_iv,0,1049
Concurrente,32,11,verificacion,0,0782
Concurrente,32,11,cifrado,0,0609
Concurrente,32,11,descifrado_direccion,0,0513
Concurrente,32,11,hmac_solicitud,0,0223
Concurrente,32,11,hmac_direccion,0,0206
Concurrente,32,11,hmac,0,0223
Concurrente,32,11,descifrado,0,0678
Concurrente,32,11,generacion_iv,0,1119
Concurrente,32,7,verificacion,0,0828
Concurrente,32,7,cifrado,0,0582
Concurrente,32,7,descifrado_direccion,0,0458
Concurrente,32,7,hmac_solicitud,0,0182
Concurrente,32,7,hmac_direccion,0,0165
Concurrente,32,7,hmac,0,0191
Concurrente,32,7,descifrado,0,0602
Concurrente,32,7,generacion_iv,0,0784
Concurrente,32,8,verificacion,0,0670
Concurrente,32,8,cifrado,0,0484
Concurrente,32,8,descifrado_direccion,0,0423
Concurrente,32,8,hmac_solicitud,0,0151
Concurrente,32,8,hmac_direccion,0,0225
Concurrente,32,8,hmac,0,0170
Concurrente,32,8,descifrado,0,0559
Concurrente,32,8,generacion_iv,0,0697
Concurrente,32,9,verificacion,0,0727
Concurrente,32,9,cifrado,0,0483
Concurrente,32,9,descifrado_direccion,0,0499
Concurrente,32,9,hmac_solicitud,0,0206
Concurrente,32,9,hmac_direccion,0,0176
Concurrente,32,9,hmac,0,0210
Concurrente,32,9,descifrado,0,0655
Concurrente,32,9,generacion_iv,0,0848
Concurrente,32,23,verificacion,0,0861
Concurrente,32,23,cifrado,0,0619
Concurrente,32,23,descifrado_direccion,0,0453
Concurrente,32,23,hmac_solicitud,0,0268
Concurrente,32,23,hmac_direccion,0,0185
Concurrente,32,23,hmac,0,0659
Concurrente,32,23,descifrado,0,1275
Concurrente,32,23,generacion_iv,0,1047
Concurrente,32,32,verificacion,0,0941
Concurrente,32,32,cifrado,0,0552
Concurrente,32,32,descifrado_direccion,0,0552
Concurrente,32,32,hmac_solicitud,0,0191
Concurrente,32,32,hmac_direccion,0,0157
Concurrente,32,32,hmac,0,0234
Concurrente,32,32,descifrado,0,1024
Concurrente,32,32,generacion_iv,0,0938
Concurrente,32,30,verificacion,0,1060
Concurrente,32,30,cifrado,0,1078
Concurrente,32,30,descifrado_direccion,0,0557
Concurrente,32,30,hmac_solicitud,0,0517
Concurrente,32,30,hmac_direccion,0,0186
Concurrente,32,30,hmac,0,0249
Concurrente,32,30,descifrado,0,0715
Concurrente,32,30,generacion_iv,0,0920
Concurrente,32,10,verificacion,0,0896
Concurrente,32,10,cifrado,0,0557
Concurrente,32,10,descifrado_direccion,0,2032
Concurrente,32,10,hmac_solicitud,0,0187
Concurrente,32,10,hmac_direccion,0,0187
Concurrente,32,10,hmac,0,0282
Concurrente,32,10,descifrado,0,0742
Concurrente,32,10,generacion_iv,0,1065
Concurrente,32,28,verificacion,0,1332
Concurrente,32,28,cifrado,0,0950
Concurrente,32,28,descifrado_direccion,0,0674
Concurrente,32,28,hmac_solicitud,0,0295
Concurrente,32,28,hmac_direccion,0,0248
Concurrente,32,28,hmac,0,0302
Concurrente,32,28,descifrado,0,2624
Concurrente,32,28,generacion_iv,0,1411
Concurrente,32,26,verificacion,0,1036
Concurrente,32,26,cifrado,0,1046
Concurrente,32,26,descifrado_direccion,0,0564
Concurrente,32,26,hmac_solicitud,0,0250
Concurrente,32,26,hmac_direccion,0,0233
Concurrente,32,26,hmac,0,0162
Concurrente,32,26,descifrado,0,0741
Concurrente,32,26,generacion_iv,0,0884
