Escenario,NumClientes,Cliente,Operacion,Tiempo(ms)
Concurrente,4,1,verificacion,0.0867
Concurrente,4,1,cifrado,0.0769
Concurrente,4,1,descifrado_direccion,0.0834
Concurrente,4,1,hmac_solicitud,0.0337
Concurrente,4,1,hmac_direccion,0.0225
Concurrente,4,1,hmac,0.0270
Concurrente,4,1,descifrado,0.0625
Concurrente,4,1,generacion_iv,0.0969
Concurrente,4,2,verificacion,0.0815
Concurrente,4,2,cifrado,0.0534
Concurrente,4,2,descifrado_direccion,0.0646
Concurrente,4,2,hmac_solicitud,0.0406
Concurrente,4,2,hmac_direccion,0.0196
Concurrente,4,2,hmac,0.0206
Concurrente,4,2,descifrado,0.0651
Concurrente,4,2,generacion_iv,0.0845
Concurrente,4,3,verificacion,0.1116
Concurrente,4,3,cifrado,0.0812
Concurrente,4,3,descifrado_direccion,0.0991
Concurrente,4,3,hmac_solicitud,0.0308
Concurrente,4,3,hmac_direccion,0.0326
Concurrente,4,3,hmac,0.0342
Concurrente,4,3,descifrado,0.1217
Concurrente,4,3,generacion_iv,0.1093
Concurrente,4,4,verificacion,0.0971
Concurrente,4,4,cifrado,0.0902
Concurrente,4,4,descifrado_direccion,0.0873
Concurrente,4,4,hmac_solicitud,0.0360
Concurrente,4,4,hmac_direccion,0.0318
Concurrente,4,4,hmac,0.0344
Concurrente,4,4,descifrado,0.1006
Concurrente,4,4,generacion_iv,0.1162
Concurrente,16,4,verificacion,0.0592
Concurrente,16,2,verificacion,0.0767
Concurrente,16,4,cifrado,0.0488
Concurrente,16,2,cifrado,0.0578
Concurrente,16,4,descifrado_direccion,0.0695
Concurrente,16,4,hmac_solicitud,0.0185
Concurrente,16,2,descifrado_direccion,0.0679
Concurrente,16,4,hmac_direccion,0.0247
Concurrente,16,2,hmac_solicitud,0.0233
Concurrente,16,4,hmac,0.0341
Concurrente,16,2,hmac_direccion,0.0332
Concurrente,16,4,descifrado,0.0701
Concurrente,16,2,hmac,0.0414
Concurrente,16,4,generacion_iv,0.0549
Concurrente,16,2,descifrado,0.1194
Concurrente,16,2,generacion_iv,0.0698
Concurrente,16,15,verificacion,0.0933
Concurrente,16,6,verificacion,0.0637
Concurrente,16,15,cifrado,0.0667
Concurrente,16,6,cifrado,0.0558
Concurrente,16,15,descifrado_direccion,0.0674
Concurrente,16,6,descifrado_direccion,0.0645
Concurrente,16,15,hmac_solicitud,0.0262
Concurrente,16,6,hmac_solicitud,0.0233
Concurrente,16,15,hmac_direccion,0.0249
Concurrente,16,6,hmac_direccion,0.0242
Concurrente,16,15,hmac,0.0328
Concurrente,16,6,hmac,0.0314
Concurrente,16,15,descifrado,0.1622
Concurrente,16,6,descifrado,0.0973
Concurrente,16,15,generacion_iv,0.1079
Concurrente,16,6,generacion_iv,0.0657
Concurrente,16,9,verificacion,0.0848
Concurrente,16,9,cifrado,0.0832
Concurrente,16,9,descifrado_direccion,0.0665
Concurrente,16,9,hmac_solicitud,0.0309
Concurrente,16,9,hmac_direccion,0.0250
Concurrente,16,9,hmac,0.0272
Concurrente,16,9,descifrado,0.0986
Concurrente,16,9,generacion_iv,0.1031
Concurrente,16,8,verificacion,0.0829
Concurrente,16,8,cifrado,0.0611
Concurrente,16,8,descifrado_direccion,0.0659
Concurrente,16,8,hmac_solicitud,0.0252
Concurrente,16,8,hmac_direccion,0.0244
Concurrente,16,8,hmac,0.0278
Concurrente,16,8,descifrado,0.0929
Concurrente,16,8,generacion_iv,0.0932
Concurrente,16,7,verificacion,0.0937
Concurrente,16,7,cifrado,0.0975
Concurrente,16,7,descifrado_direccion,0.0940
Concurrente,16,7,hmac_solicitud,0.0304
Concurrente,16,7,hmac_direccion,0.0331
Concurrente,16,7,hmac,0.0292
Concurrente,16,7,descifrado,0.1038
Concurrente,16,7,generacion_iv,0.0916
Concurrente,16,13,verificacion,0.0958
Concurrente,16,13,cifrado,0.0760
Concurrente,16,13,descifrado_direccion,0.0619
Concurrente,16,13,hmac_solicitud,0.0321
Concurrente,16,13,hmac_direccion,0.0253
Concurrente,16,13,hmac,0.0298
Concurrente,16,13,descifrado,0.1042
Concurrente,16,13,generacion_iv,0.0959
Concurrente,16,12,verificacion,0.0926
Concurrente,16,12,cifrado,0.0671
Concurrente,16,12,descifrado_direccion,0.0627
Concurrente,16,12,hmac_solicitud,0.0275
Concurrente,16,12,hmac_direccion,0.0292
Concurrente,16,12,hmac,0.0315
Concurrente,16,12,descifrado,0.1250
Concurrente,16,12,generacion_iv,0.0957
Concurrente,16,11,verificacion,0.0793
Concurrente,16,11,cifrado,0.0644
Concurrente,16,11,descifrado_direccion,0.0559
Concurrente,16,11,hmac_solicitud,0.0270
Concurrente,16,11,hmac_direccion,0.0211
Concurrente,16,11,hmac,0.0258
Concurrente,16,11,descifrado,0.0635
Concurrente,16,11,generacion_iv,0.0919
Concurrente,16,1,verificacion,0.0968
Concurrente,16,1,cifrado,0.0856
Concurrente,16,1,descifrado_direccion,0.0757
Concurrente,16,1,hmac_solicitud,0.0334
Concurrente,16,1,hmac_direccion,0.0297
Concurrente,16,1,hmac,0.0344
Concurrente,16,1,descifrado,0.0966
Concurrente,16,1,generacion_iv,0.1043
Concurrente,16,14,verificacion,0.0642
Concurrente,16,14,cifrado,0.0589
Concurrente,16,14,descifrado_direccion,0.0526
Concurrente,16,14,hmac_solicitud,0.0243
Concurrente,16,14,hmac_direccion,0.0206
Concurrente,16,14,hmac,0.0308
Concurrente,16,14,descifrado,0.0689
Concurrente,16,14,generacion_iv,0.0748
Concurrente,16,16,verificacion,0.1132
Concurrente,16,16,cifrado,0.0929
Concurrente,16,16,descifrado_direccion,0.0776
Concurrente,16,16,hmac_solicitud,0.0418
Concurrente,16,16,hmac_direccion,0.0348
Concurrente,16,16,hmac,0.0394
Concurrente,16,16,descifrado,0.1087
Concurrente,16,16,generacion_iv,0.1316
Concurrente,16,5,verificacion,0.1198
Concurrente,16,5,cifrado,0.0921
Concurrente,16,5,descifrado_direccion,0.0912
Concurrente,16,5,hmac_solicitud,0.0413
Concurrente,16,5,hmac_direccion,0.0349
Concurrente,16,5,hmac,0.0351
Concurrente,16,5,descifrado,0.0805
Concurrente,16,5,generacion_iv,0.1165
Concurrente,16,3,verificacion,0.0727
Concurrente,16,3,cifrado,0.0516
Concurrente,16,3,descifrado_direccion,0.0450
Concurrente,16,3,hmac_solicitud,0.0253
Concurrente,16,3,hmac_direccion,0.0244
Concurrente,16,3,hmac,0.0244
Concurrente,16,3,descifrado,0.0604
Concurrente,16,3,generacion_iv,0.0721
Concurrente,16,10,verificacion,0.0523
Concurrente,16,10,cifrado,0.0490
Concurrente,16,10,descifrado_direccion,0.0372
Concurrente,16,10,hmac_solicitud,0.0196
Concurrente,16,10,hmac_direccion,0.0161
Concurrente,16,10,hmac,0.0206
Concurrente,16,10,descifrado,0.0504
Concurrente,16,10,generacion_iv,0.0661
Concurrente,32,1,verificacion,0.0834
Concurrente,32,1,cifrado,0.0613
Concurrente,32,1,descifrado_direccion,0.0495
Concurrente,32,1,hmac_solicitud,0.0288
Concurrente,32,1,hmac_direccion,0.0205
Concurrente,32,1,hmac,0.0306
Concurrente,32,1,descifrado,0.0756
Concurrente,32,1,generacion_iv,0.0890
Concurrente,32,5,verificacion,0.0823
Concurrente,32,5,cifrado,0.0825
Concurrente,32,5,descifrado_direccion,0.0575
Concurrente,32,5,hmac_solicitud,0.0281
Concurrente,32,5,hmac_direccion,0.0240
Concurrente,32,5,hmac,0.0265
Concurrente,32,5,descifrado,0.0989
Concurrente,32,5,generacion_iv,0.0901
Concurrente,32,22,verificacion,0.0854
Concurrente,32,22,cifrado,0.0757
Concurrente,32,22,descifrado_direccion,0.0754
Concurrente,32,22,hmac_solicitud,0.0249
Concurrente,32,22,hmac_direccion,0.0223
Concurrente,32,22,hmac,0.0323
Concurrente,32,22,descifrado,0.0760
Concurrente,32,22,generacion_iv,0.1110
Concurrente,32,26,verificacion,0.0773
Concurrente,32,26,cifrado,0.0454
Concurrente,32,26,descifrado_direccion,0.0649
Concurrente,32,26,hmac_solicitud,0.0163
Concurrente,32,26,hmac_direccion,0.0264
Concurrente,32,26,hmac,0.0278
Concurrente,32,26,descifrado,0.0590
Concurrente,32,26,generacion_iv,0.0909
Concurrente,32,10,verificacion,0.0669
Concurrente,32,10,cifrado,0.0562
Concurrente,32,10,descifrado_direccion,0.0684
Concurrente,32,10,hmac_solicitud,0.0218
Concurrente,32,10,hmac_direccion,0.0337
Concurrente,32,10,hmac,0.0259
Concurrente,32,10,descifrado,0.0626
Concurrente,32,10,generacion_iv,0.0916
Concurrente,32,3,verificacion,0.0603
Concurrente,32,3,cifrado,0.0572
Concurrente,32,3,descifrado_direccion,0.0605
Concurrente,32,3,hmac_solicitud,0.0247
Concurrente,32,3,hmac_direccion,0.0307
Concurrente,32,3,hmac,0.0242
Concurrente,32,3,descifrado,0.0554
Concurrente,32,3,generacion_iv,0.0886
Concurrente,32,31,verificacion,0.0846
Concurrente,32,31,cifrado,0.0644
Concurrente,32,31,descifrado_direccion,0.0519
Concurrente,32,31,hmac_solicitud,0.0284
Concurrente,32,31,hmac_direccion,0.0255
Concurrente,32,31,hmac,0.0337
Concurrente,32,31,descifrado,0.0736
Concurrente,32,31,generacion_iv,0.1046
Concurrente,32,7,verificacion,0.0673
Concurrente,32,7,cifrado,0.0427
Concurrente,32,7,descifrado_direccion,0.0431
Concurrente,32,7,hmac_solicitud,0.0174
Concurrente,32,7,hmac_direccion,0.0194
Concurrente,32,7,hmac,0.0234
Concurrente,32,7,descifrado,0.0608
Concurrente,32,7,generacion_iv,0.0671
Concurrente,32,16,verificacion,0.0640
Concurrente,32,16,cifrado,0.0637
Concurrente,32,16,descifrado_direccion,0.0459
Concurrente,32,16,hmac_solicitud,0.0372
Concurrente,32,16,hmac_direccion,0.0314
Concurrente,32,16,hmac,0.0236
Concurrente,32,16,descifrado,0.0575
Concurrente,32,16,generacion_iv,0.0670
Concurrente,32,19,verificacion,0.0588
Concurrente,32,19,cifrado,0.0419
Concurrente,32,19,descifrado_direccion,0.0511
Concurrente,32,19,hmac_solicitud,0.0188
Concurrente,32,19,hmac_direccion,0.0395
Concurrente,32,19,hmac,0.0322
Concurrente,32,19,descifrado,0.0902
Concurrente,32,19,generacion_iv,0.0682
Concurrente,32,20,verificacion,0.0695
Concurrente,32,20,cifrado,0.0533
Concurrente,32,20,descifrado_direccion,0.0467
Concurrente,32,20,hmac_solicitud,0.0237
Concurrente,32,20,hmac_direccion,0.0230
Concurrente,32,20,hmac,0.0244
Concurrente,32,20,descifrado,0.0692
Concurrente,32,20,generacion_iv,0.0829
Concurrente,32,27,verificacion,0.5837
Concurrente,32,27,cifrado,0.0467
Concurrente,32,27,descifrado_direccion,0.0594
Concurrente,32,27,hmac_solicitud,0.0222
Concurrente,32,27,hmac_direccion,0.0273
Concurrente,32,27,hmac,0.0325
Concurrente,32,27,descifrado,0.0809
Concurrente,32,27,generacion_iv,0.0941
Concurrente,32,24,verificacion,0.0865
Concurrente,32,24,cifrado,0.0623
Concurrente,32,24,descifrado_direccion,0.0560
Concurrente,32,24,hmac_solicitud,0.0213
Concurrente,32,24,hmac_direccion,0.0248
Concurrente,32,24,hmac,0.0343
Concurrente,32,24,descifrado,0.0786
Concurrente,32,24,generacion_iv,0.0963
Concurrente,32,8,verificacion,0.0780
Concurrente,32,8,cifrado,0.0789
Concurrente,32,8,descifrado_direccion,0.0880
Concurrente,32,8,hmac_solicitud,0.0171
Concurrente,32,8,hmac_direccion,0.0371
Concurrente,32,8,hmac,0.0682
Concurrente,32,8,descifrado,0.1053
Concurrente,32,8,generacion_iv,0.0704
Concurrente,32,30,verificacion,0.0621
Concurrente,32,15,verificacion,0.0530
Concurrente,32,30,cifrado,0.1048
Concurrente,32,15,cifrado,0.1037
Concurrente,32,30,descifrado_direccion,0.0627
Concurrente,32,15,descifrado_direccion,0.0589
Concurrente,32,30,hmac_solicitud,0.0280
Concurrente,32,15,hmac_solicitud,0.0243
Concurrente,32,30,hmac_direccion,0.0266
Concurrente,32,15,hmac_direccion,0.0160
Concurrente,32,30,hmac,0.0226
Concurrente,32,15,hmac,0.0188
Concurrente,32,30,descifrado,0.0717
Concurrente,32,15,descifrado,0.0620
Concurrente,32,30,generacion_iv,0.0656
Concurrente,32,15,generacion_iv,0.0530
Concurrente,32,2,verificacion,0.0855
Concurrente,32,2,cifrado,0.0778
Concurrente,32,2,descifrado_direccion,0.0596
Concurrente,32,2,hmac_solicitud,0.0225
Concurrente,32,2,hmac_direccion,0.0152
Concurrente,32,2,hmac,0.0292
Concurrente,32,2,descifrado,0.1310
Concurrente,32,2,generacion_iv,0.0900
Concurrente,32,11,verificacion,0.0690
Concurrente,32,11,cifrado,0.0785
Concurrente,32,11,descifrado_direccion,0.0708
Concurrente,32,11,hmac_solicitud,0.0207
Concurrente,32,11,hmac_direccion,0.0197
Concurrente,32,11,hmac,0.0196
Concurrente,32,11,descifrado,0.0683
Concurrente,32,11,generacion_iv,0.0680
Concurrente,32,17,verificacion,0.0999
Concurrente,32,17,cifrado,0.0718
Concurrente,32,17,descifrado_direccion,0.0697
Concurrente,32,17,hmac_solicitud,0.0223
Concurrente,32,17,hmac_direccion,0.0547
Concurrente,32,17,hmac,0.0219
Concurrente,32,17,descifrado,0.0728
Concurrente,32,17,generacion_iv,0.0844
Concurrente,32,14,verificacion,0.0963
Concurrente,32,14,cifrado,0.0819
Concurrente,32,14,descifrado_direccion,0.0754
Concurrente,32,14,hmac_solicitud,0.0227
Concurrente,32,14,hmac_direccion,0.0153
Concurrente,32,14,hmac,0.0212
Concurrente,32,14,descifrado,0.0839
Concurrente,32,14,generacion_iv,0.0919
Concurrente,32,32,verificacion,0.0757
Concurrente,32,32,cifrado,0.0682
Concurrente,32,32,descifrado_direccion,0.0660
Concurrente,32,32,hmac_solicitud,0.0206
Concurrente,32,32,hmac_direccion,0.0231
Concurrente,32,32,hmac,0.0216
Concurrente,32,32,descifrado,0.0822
Concurrente,32,32,generacion_iv,0.0907
Concurrente,32,25,verificacion,0.0758
Concurrente,32,25,cifrado,0.0761
Concurrente,32,25,descifrado_direccion,0.0700
Concurrente,32,25,hmac_solicitud,0.0196
Concurrente,32,25,hmac_direccion,0.0198
Concurrente,32,25,hmac,0.0230
Concurrente,32,25,descifrado,0.0961
Concurrente,32,25,generacion_iv,0.0855
Concurrente,32,23,verificacion,0.0770
Concurrente,32,23,cifrado,0.0933
Concurrente,32,23,descifrado_direccion,0.1250
Concurrente,32,23,hmac_solicitud,0.0246
Concurrente,32,23,hmac_direccion,0.0196
Concurrente,32,23,hmac,0.0247
Concurrente,32,23,descifrado,0.0920
Concurrente,32,23,generacion_iv,0.1017
Concurrente,32,9,verificacion,0.0862
Concurrente,32,9,cifrado,0.0656
Concurrente,32,9,descifrado_direccion,0.0665
Concurrente,32,9,hmac_solicitud,0.0170
Concurrente,32,9,hmac_direccion,0.0186
Concurrente,32,9,hmac,0.0263
Concurrente,32,9,descifrado,0.0962
Concurrente,32,9,generacion_iv,0.1119
Concurrente,32,18,verificacion,0.1062
Concurrente,32,18,cifrado,0.0780
Concurrente,32,18,descifrado_direccion,0.0781
Concurrente,32,18,hmac_solicitud,0.0236
Concurrente,32,18,hmac_direccion,0.0223
Concurrente,32,18,hmac,0.0266
Concurrente,32,18,descifrado,0.0971
Concurrente,32,18,generacion_iv,0.0924
Concurrente,32,28,verificacion,0.0874
Concurrente,32,28,cifrado,0.0690
Concurrente,32,28,descifrado_direccion,0.0773
Concurrente,32,28,hmac_solicitud,0.0207
Concurrente,32,28,hmac_direccion,0.0230
Concurrente,32,28,hmac,0.0240
Concurrente,32,28,descifrado,0.0918
Concurrente,32,28,generacion_iv,0.0797
Concurrente,32,6,verificacion,0.0889
Concurrente,32,6,cifrado,0.1187
Concurrente,32,6,descifrado_direccion,0.0598
Concurrente,32,6,hmac_solicitud,0.0299
Concurrente,32,6,hmac_direccion,0.0224
Concurrente,32,6,hmac,0.0272
Concurrente,32,6,descifrado,0.0810
Concurrente,32,6,generacion_iv,0.1534
Concurrente,32,4,verificacion,0.0879
Concurrente,32,4,cifrado,0.0721
Concurrente,32,4,descifrado_direccion,0.0528
Concurrente,32,4,hmac_solicitud,0.0431
Concurrente,32,4,hmac_direccion,0.0195
Concurrente,32,4,hmac,0.0238
Concurrente,32,4,descifrado,0.0803
Concurrente,32,4,generacion_iv,0.0916
Concurrente,32,21,verificacion,0.0914
Concurrente,32,21,cifrado,0.0722
Concurrente,32,21,descifrado_direccion,0.0768
Concurrente,32,21,hmac_solicitud,0.0296
Concurrente,32,21,hmac_direccion,0.0225
Concurrente,32,21,hmac,0.0311
Concurrente,32,21,descifrado,0.0853
Concurrente,32,21,generacion_iv,0.0951
